stock_id,name,chip_trend_days,chip_concentration_threshold,chip_latest_date,chip_available_days,short_margin_ratio_pct,short_margin_ratio_pct_t0,short_margin_ratio_pct_t1,short_margin_ratio_pct_t2,short_margin_ratio_score,margin_cost_line,margin_cost_line_t0,margin_cost_line_t1,margin_cost_line_t2,margin_cost_status,margin_purchase_change,margin_purchase_change_t0,margin_purchase_change_t1,margin_purchase_change_t2,margin_purchase_change_score,short_sale_change,short_sale_change_t0,short_sale_change_t1,short_sale_change_t2,short_sale_change_score,chip_concentration_pct,chip_concentration_pct_t0,chip_concentration_pct_t1,chip_concentration_pct_t2,chip_date_t0,chip_date_t1,chip_date_t2,chip_concentration_score,main_force_net,main_force_net_t0,main_force_net_t1,main_force_net_t2,main_force_score,broker_diff,broker_diff_t0,broker_diff_t1,broker_diff_t2,broker_diff_score,foreign_investor_net,foreign_investor_net_t0,foreign_investor_net_t1,foreign_investor_net_t2,foreign_investor_net_score,investment_trust_net,investment_trust_net_t0,investment_trust_net_t1,investment_trust_net_t2,investment_trust_net_score,dealer_net,dealer_net_t0,dealer_net_t1,dealer_net_t2,dealer_net_score,institutional_total_net,institutional_total_net_t0,institutional_total_net_t1,institutional_total_net_t2,institutional_total_net_score,main_force_net_5d,total_volume_5d,main_force_buy_rate_5d_pct,chip_concentration_avg_5d,chip_concentration_change_5d,broker_diff_avg_5d,chip_signal_state,chip_signal_text,chips_updated_at,chips_status,chips_reason,finmind_token_status,finmind_token_source,finmind_token_masked,finmind_user_count,finmind_api_request_limit,finmind_remain,finmind_usage_checked_at
3481,群創,3,15.0,2026-09-10,3,1.2,1.2,1.31,1.28,0,50.88,50.88,50.93,50.98,ok,2580,2580,-5988,5533,0,-320,-320,29,-417,0,-21.9,-21.9,25.63,-22.09,2026-09-10,2026-09-09,2026-09-08,-0.5,-31794,-31794,77645,-41570,-0.5,3,3,-1,7,0.5,-30148,-30148,81975,-42073,0,-55,-55,-44,-172,0,-1808,-1808,6415,-2430,0,-32011,-32011,88346,-44675,0,31478,1018206,3.09,-2.92,-10.44,3.0,neutral,籌碼震盪，方向未定,2026-09-10 14:09:41,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:56
3491,昇達科,3,15.0,2026-09-10,3,0.62,0.62,1.12,1.12,0,1402.88,1402.88,1404.96,1402.9,ok,-60,-60,-2,-12,0,-16,-16,0,-6,0,-25.52,-25.52,0.21,-8.34,2026-09-10,2026-09-09,2026-09-08,-0.5,-320,-320,3,-130,-0.5,294,294,42,80,1,-330,-330,-80,-323,0,31,31,-1,92,0,-46,-46,-60,-1,0,-345,-345,-141,-232,0,-254,7820,-3.25,-4.61,-43.61,49.2,neutral,籌碼震盪，方向未定,2026-09-10 14:09:44,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:55
3529,力旺,3,15.0,2026-09-10,3,0.47,0.47,0.66,1.21,-0.5,2603.78,2603.78,2599.26,2579.44,ok,-3,-3,51,14,0,-4,-4,-11,17,0,-4.1,-4.1,-8.89,15.18,2026-09-10,2026-09-09,2026-09-08,0.5,-44,-44,-198,342,-0.5,165,165,128,-147,0.5,-264,-264,-436,-412,0,161,161,219,605,-1,-11,-11,-31,59,0,-114,-114,-248,252,0,-148,9221,-1.61,-0.92,1.87,26.6,neutral,籌碼震盪，方向未定,2026-09-10 14:09:46,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:55
3533,嘉澤,3,15.0,2026-09-10,3,0.0,0.0,0.06,0.0,0,1776.34,1776.34,1781.33,1782.46,ok,-18,-18,-7,8,-1,-1,-1,1,0,0,-19.57,-19.57,9.35,-28.53,2026-09-10,2026-09-09,2026-09-08,-0.5,-162,-162,46,-194,-0.5,418,418,127,371,1,3,3,67,-229,0,-52,-52,-1,1,-1,-18,-18,15,-18,0,-67,-67,81,-246,0,-165,3067,-5.38,-3.33,-28.9,212.6,neutral,籌碼震盪，方向未定,2026-09-10 14:09:49,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:59
3563,牧德,3,15.0,2026-09-10,3,0.02,0.02,0.02,0.02,0,746.21,746.21,746.95,747.53,ok,-3,-3,5,38,-1,0,0,0,0,0,-28.25,-28.25,-14.2,-13.13,2026-09-10,2026-09-09,2026-09-08,-0.5,-102,-102,-48,-39,-1,293,293,185,110,1,-89,-89,-63,-92,0,-18,-18,0,0,-0.5,-13,-13,-3,-7,0,-120,-120,-66,-99,0,-167,1900,-8.79,-10.36,-26.5,131.2,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-09-10 14:09:50,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:09:59
3583,辛耘,3,15.0,2026-09-10,3,0.79,0.79,1.05,1.19,-0.5,758.73,758.73,760.24,762.34,ok,31,31,69,-82,0,-5,-5,-2,3,-1,-22.92,-22.92,-21.55,15.32,2026-09-10,2026-09-09,2026-09-08,-0.5,-165,-165,-222,266,-0.5,309,309,184,-60,0.5,-195,-195,-281,466,0,-25,-25,0,-151,0,-16,-16,-20,16,0,-236,-236,-301,331,0,-784,6450,-12.16,-11.73,14.61,158.6,neutral,籌碼震盪，方向未定,2026-09-10 14:09:52,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:10:46
3587,閎康,3,15.0,2026-09-10,3,0.2,0.2,0.2,0.23,0,288.36,288.36,288.87,289.31,ok,-32,-32,-56,-22,0,0,0,-1,-1,0.5,-30.85,-30.85,11.65,-17.63,2026-09-10,2026-09-09,2026-09-08,-0.5,-153,-153,65,-64,-0.5,229,229,-18,160,0.5,-158,-158,150,-98,0,0,0,0,0,0,-16,-16,14,-13,0,-174,-174,164,-111,0,-106,2088,-5.08,-7.44,-39.28,100.6,neutral,籌碼震盪，方向未定,2026-09-10 14:09:55,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:10:05
3605,宏致,3,15.0,2026-09-10,3,6.64,6.64,7.43,6.64,0,122.74,122.74,122.27,121.37,ok,1495,1495,913,2044,0,-63,-63,224,39,0,-6.99,-6.99,-1.82,8.97,2026-09-10,2026-09-09,2026-09-08,0,-681,-681,-461,1520,-0.5,40,40,1,-25,0.5,-1985,-1985,-1101,-1047,-1,0,0,0,220,-0.5,-37,-37,77,-339,0,-2022,-2022,-1024,-1166,0,-481,75002,-0.64,-0.78,-5.62,8.2,neutral,籌碼震盪，方向未定,2026-09-10 14:09:55,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:10:07
3645,達邁,3,15.0,2026-09-10,3,0.26,0.26,0.92,0.91,0,79.04,79.04,79.72,79.87,ok,161,161,49,152,0,-41,-41,1,25,-1,-27.58,-27.58,-13.49,-32.91,2026-09-10,2026-09-09,2026-09-08,-0.5,-1453,-1453,-320,-1588,-1,184,184,70,169,1,-1849,-1849,-514,-1869,0,0,0,0,0,0,-29,-29,-7,10,-1,-1878,-1878,-521,-1859,0,-3665,15988,-22.92,-14.86,-24.31,89.6,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-09-10 14:09:56,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:10:06
3653,健策,3,15.0,2026-09-10,3,1.93,1.93,2.13,1.99,0,5056.94,5056.94,5040.94,5017.52,ok,-14,-14,-42,-28,0,-6,-6,3,0,0,1.74,1.74,11.06,2.42,2026-09-10,2026-09-09,2026-09-08,0,11,11,124,24,1,-62,-62,-155,133,-0.5,-19,-19,147,231,-1,119,119,57,-221,1,-23,-23,-60,0,0,77,77,144,10,0,121,4489,2.7,0.2,2.37,13.0,bullish_distributed,主力連3買但買賣家數差偏正，可能偏分散,2026-09-10 14:09:59,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:10:18
3661,世芯-KY,3,15.0,2026-09-10,3,0.58,0.58,0.1,0.03,0.5,3952.1,3952.1,3949.21,3951.16,ok,43,43,-284,18,0,29,29,4,-1,1,5.53,5.53,-22.89,-3.27,2026-09-10,2026-09-09,2026-09-08,-0.5,127,127,-745,-53,-0.5,9,9,174,146,1,29,29,-526,-47,0,-21,-21,-41,-72,1,76,76,-25,-14,0,84,84,-592,-133,0,-1021,12127,-8.42,-6.63,-2.42,77.0,neutral,籌碼震盪，方向未定,2026-09-10 14:09:59,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:10:12
3665,貿聯-KY,3,15.0,2026-09-10,3,0.17,0.17,0.14,0.09,0.5,2130.59,2130.59,2133.37,2141.7,ok,-38,-38,99,-67,0,1,1,2,1,0,-15.27,-15.27,-8.78,-35.57,2026-09-10,2026-09-09,2026-09-08,-0.5,-142,-142,-209,-1145,-1,399,399,144,349,1,-84,-84,-174,-619,1,10,10,-159,-339,1,-37,-37,38,-43,0,-111,-111,-295,-1001,1,-1823,10520,-17.33,-15.57,-15.82,239.6,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-09-10 14:10:05,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:10:20
3680,家登,3,15.0,2026-09-10,3,4.1,4.1,5.74,2.41,0,519.17,519.17,516.83,506.17,ok,-9,-9,-26,-44,1,-47,-47,94,-7,0,-22.1,-22.1,22.07,5.19,2026-09-10,2026-09-09,2026-09-08,0,-817,-817,1743,114,0.5,194,194,-116,-39,-0.5,-823,-823,1854,86,0,0,0,29,0,0,-68,-68,118,83,0,-891,-891,2001,169,0,1140,16146,7.06,4.18,-19.17,2.0,neutral,籌碼震盪，方向未定,2026-09-10 14:10:06,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:10:19
3701,大眾控,3,15.0,2026-09-10,3,0.75,0.75,0.88,1.02,-0.5,50.64,50.64,50.73,50.94,ok,38,38,34,-39,1,-8,-8,-8,-2,-0.5,-24.14,-24.14,2.8,-8.84,2026-09-10,2026-09-09,2026-09-08,-0.5,-119,-119,50,-44,-0.5,72,72,8,35,1,-193,-193,131,-17,0,0,0,0,0,0,0,0,12,-4,0,-193,-193,143,-21,0,-195,5318,-3.67,-9.42,-35.54,36.2,neutral,籌碼震盪，方向未定,2026-09-10 14:10:07,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:10:17
3702,大聯大,3,15.0,2026-09-10,3,1.26,1.26,0.31,0.24,0.5,107.23,107.23,107.17,107.55,ok,-155,-155,1420,19,0,107,107,11,-3,1,28.47,28.47,17.82,1.54,2026-09-10,2026-09-09,2026-09-08,0.5,3089,3089,1760,58,1,-216,-216,-143,35,-0.5,3852,3852,2605,8,1,-49,-49,-807,80,0,138,138,-1103,102,0,3941,3941,695,190,1,6259,38253,16.36,13.3,11.95,-84.2,bullish_distributed,主力連3買但買賣家數差偏正，可能偏分散,2026-09-10 14:10:12,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:10:24
3711,日月光投控,3,15.0,2026-09-10,3,2.03,2.03,1.76,1.47,0.5,605.96,605.96,604.18,602.71,ok,-565,-565,-721,-146,0,18,18,22,4,0,22.05,22.05,31.53,0.6,2026-09-10,2026-09-09,2026-09-08,0.5,3848,3848,7237,79,1,-27,-27,-42,21,-0.5,4770,4770,8807,2145,0,-20,-20,389,-673,0,-412,-412,247,-371,0,4338,4338,9443,1101,0,21563,97012,22.23,15.5,45.38,-8.0,bullish_distributed,主力連3買但買賣家數差偏正，可能偏分散,2026-09-10 14:10:17,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:10:36
3715,定穎投控,3,15.0,2026-09-10,3,2.47,2.47,2.57,2.21,0,137.18,137.18,137.65,137.92,ok,581,581,1099,127,0,-9,-9,113,48,0,-32.02,-32.02,11.51,14.51,2026-09-10,2026-09-09,2026-09-08,-0.5,-3017,-3017,1952,1865,0.5,211,211,-31,-62,-0.5,-2828,-2828,411,1258,-1,0,0,0,0,0,-233,-233,295,101,0,-3061,-3061,706,1359,-1,235,46079,0.51,-6.53,-9.6,73.4,neutral,籌碼震盪，方向未定,2026-09-10 14:10:18,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:10:30
4749,新應材,3,15.0,2026-09-10,3,0.46,0.46,0.49,0.46,0,888.82,888.82,889.85,891.18,ok,9,9,-30,40,0,-1,-1,1,0,0,-8.23,-8.23,-17.57,-6.96,2026-09-10,2026-09-09,2026-09-08,-0.5,-33,-33,-129,-53,-1,353,353,319,153,1,-49,-49,-109,-74,0,0,0,0,-2,0.5,-18,-18,-15,-9,-1,-67,-67,-124,-85,0,-292,4372,-6.68,-6.83,-10.47,177.6,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-09-10 14:10:19,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:10:34
4772,台特化,3,15.0,2026-09-10,3,0.11,0.11,0.13,0.37,-0.5,279.86,279.86,280.14,280.36,ok,-38,-38,-22,-8,-1,-1,-1,-9,0,0,6.83,6.83,-27.82,6.25,2026-09-10,2026-09-09,2026-09-08,-0.5,31,31,-158,19,0.5,144,144,245,92,1,103,103,-117,49,0,0,0,0,0,0,-10,-10,-11,1,0,93,93,-128,50,0,-75,2334,-3.21,-4.84,8.57,129.8,neutral,籌碼震盪，方向未定,2026-09-10 14:10:20,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:10:27
4904,遠傳,3,15.0,2026-09-10,3,4.82,4.82,4.78,5.1,0,101.3,101.3,101.28,101.28,ok,-6,-6,0,-361,0,0,0,-2,2,0,8.25,8.25,2.25,19.53,2026-09-10,2026-09-09,2026-09-08,0.5,186,186,95,769,1,-91,-91,-27,-199,-1,445,445,30,2394,0,-22,-22,1018,-8,0,-56,-56,-77,-51,0,367,367,971,2335,-1,1012,19139,5.29,6.01,-0.77,-61.0,bullish_concentrated,主力連3買、買賣家數差連3負，籌碼偏集中,2026-09-10 14:10:24,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:10:32
4931,新盛力,3,15.0,2026-09-10,3,1.61,1.61,1.9,1.58,0,252.11,252.11,252.41,252.41,ok,-203,-203,-97,130,-1,-33,-33,31,-31,0,-31.75,-31.75,16.71,-17.76,2026-09-10,2026-09-09,2026-09-08,-0.5,-1190,-1190,1170,-703,-0.5,220,220,-49,168,0.5,-1070,-1070,768,-948,0,0,0,0,0,0,-92,-92,77,-26,0,-1162,-1162,845,-974,0,-1215,21198,-5.73,-9.63,-34.03,89.0,neutral,籌碼震盪，方向未定,2026-09-10 14:10:27,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:10:42
4938,和碩,3,15.0,2026-09-10,3,0.69,0.69,0.79,0.77,0,91.02,91.02,91.02,91.02,ok,-16,-16,-91,162,0,-4,-4,0,-4,0,-9.48,-9.48,2.99,-18.19,2026-09-10,2026-09-09,2026-09-08,-0.5,-539,-539,194,-2142,-0.5,146,146,-29,220,0.5,-2077,-2077,-722,-6626,0,1386,1386,1142,2150,0,-158,-158,52,-94,0,-849,-849,472,-4570,0,2805,55299,5.07,-0.86,-50.32,60.6,neutral,籌碼震盪，方向未定,2026-09-10 14:10:30,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:10:42
4958,臻鼎-KY,3,15.0,2026-09-10,3,0.94,0.94,1.06,1.06,0,491.38,491.38,491.25,490.94,ok,772,772,164,-238,1,-36,-36,4,30,-1,-13.1,-13.1,-2.73,6.67,2026-09-10,2026-09-09,2026-09-08,0,-2142,-2142,-509,2231,-0.5,20,20,6,-1,0.5,-2555,-2555,-2080,1188,-1,-8,-8,446,-477,0,-12,-12,111,-98,0,-2575,-2575,-1523,613,-1,4116,136612,3.01,0.63,7.22,3.8,neutral,籌碼震盪，方向未定,2026-09-10 14:10:32,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:10:44
4971,IET-KY,3,15.0,2026-09-10,3,3.59,3.59,3.46,3.4,0.5,588.93,588.93,588.63,586.86,ok,-172,-172,72,10,0,0,0,5,-3,0,-11.43,-11.43,-0.08,-5.12,2026-09-10,2026-09-09,2026-09-08,0,-192,-192,-2,-100,-1,133,133,9,57,1,-47,-47,-90,-65,0,0,0,0,0,0,3,3,0,-2,1,-44,-44,-90,-67,0,-846,13224,-6.4,-6.57,-3.54,70.4,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-09-10 14:10:35,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:10:46
4977,眾達-KY,3,15.0,2026-09-10,3,2.05,2.05,1.73,1.78,0,166.88,166.88,166.76,166.59,ok,-60,-60,29,11,0,21,21,-3,-54,1,10.12,10.12,-8.35,-7.36,2026-09-10,2026-09-09,2026-09-08,0,345,345,-414,-200,-0.5,-33,-33,29,99,0.5,446,446,158,-328,1,0,0,0,0,0,13,13,-23,-63,1,459,459,135,-391,1,-1044,21854,-4.78,-5.02,3.86,47.0,neutral,籌碼震盪，方向未定,2026-09-10 14:10:36,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:10:45
4979,華星光,3,15.0,2026-09-10,3,7.04,7.04,4.22,4.73,0,582.69,582.69,583.68,578.19,ok,-81,-81,821,-586,0,349,349,-26,138,0,-19.58,-19.58,-3.47,13.22,2026-09-10,2026-09-09,2026-09-08,-0.5,-1757,-1757,-559,1691,-0.5,102,102,7,-19,0.5,-163,-163,-1856,974,0,-1378,-1378,581,1196,-1,-26,-26,-16,-158,0,-1567,-1567,-1291,2012,-1,-1212,72634,-1.67,-3.76,-34.16,23.8,neutral,籌碼震盪，方向未定,2026-09-10 14:10:42,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:10:55
4991,環宇-KY,3,15.0,2026-09-10,3,1.28,1.28,1.68,1.75,-0.5,501.03,501.03,501.06,501.07,ok,-45,-45,-71,-148,1,-32,-32,-7,2,-1,-0.97,-0.97,25.53,-0.14,2026-09-10,2026-09-09,2026-09-08,0.5,-8,-8,193,-1,-0.5,110,110,-62,112,0.5,-245,-245,106,30,0,0,0,0,-15,0.5,-3,-3,-28,8,0,-248,-248,78,23,0,484,4042,11.97,10.6,-16.03,38.2,neutral,籌碼震盪，方向未定,2026-09-10 14:10:43,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:11:10
5274,信驊,3,15.0,2026-09-10,3,0.0,0.0,0.0,0.0,0,17251.64,17251.64,17222.86,17104.65,ok,-11,-11,-24,-35,1,0,0,0,0,0,4.58,4.58,3.54,6.58,2026-09-10,2026-09-09,2026-09-08,0,11,11,15,30,1,46,46,196,-66,0.5,39,39,83,28,0,-11,-11,-62,-2,0,-2,-2,-3,-2,0,26,26,18,24,0,170,1907,8.91,5.15,12.43,-14.2,bullish_distributed,主力連3買但買賣家數差偏正，可能偏分散,2026-09-10 14:10:44,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:10:53
5289,宜鼎,3,15.0,2026-09-10,3,0.23,0.23,0.21,0.25,0,1442.95,1442.95,1449.66,1451.26,ok,37,37,12,144,0,1,1,-2,2,0,-20.5,-20.5,-19.18,-25.34,2026-09-10,2026-09-09,2026-09-08,-1,-419,-419,-235,-523,-1,277,277,318,289,1,-65,-65,-264,-586,1,0,0,-1,0,0,-85,-85,-6,-22,0,-150,-150,-271,-608,1,-1364,8294,-16.45,-15.94,-10.76,252.4,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-09-10 14:10:45,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:11:01
5347,世界,3,15.0,2026-09-10,3,1.61,1.61,1.17,1.04,0.5,158.05,158.05,157.77,157.79,ok,-97,-97,-147,243,0,53,53,15,-4,1,28.55,28.55,24.82,-9.5,2026-09-10,2026-09-09,2026-09-08,0.5,5931,5931,3464,-1204,0.5,-57,-57,-82,123,-0.5,4926,4926,3870,-2984,1,2239,2239,-79,2292,0,1,1,82,-248,0,7166,7166,3873,-940,1,13424,66283,20.25,17.34,17.62,-22.8,neutral,籌碼震盪，方向未定,2026-09-10 14:10:46,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:10:58
5443,均豪,3,15.0,2026-09-10,3,1.97,1.97,2.17,2.81,-0.5,112.45,112.45,112.52,112.56,ok,-58,-58,-114,93,0,-11,-11,-34,-52,1,-17.91,-17.91,-21.74,-23.1,2026-09-10,2026-09-09,2026-09-08,-1,-225,-225,-668,-1283,-1,162,162,191,128,1,-236,-236,-640,-1471,1,0,0,0,0,0,-50,-50,-25,-246,0,-286,-286,-665,-1717,1,136,19563,0.7,-5.49,-24.05,58.2,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-09-10 14:10:46,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:10:54
5536,聖暉*,3,15.0,2026-09-10,3,0.41,0.41,0.3,0.29,0.5,925.9,925.9,927.38,928.99,ok,-12,-12,-24,19,0,1,1,0,0,0.5,-2.77,-2.77,12.31,-28.39,2026-09-10,2026-09-09,2026-09-08,-0.5,-15,-15,71,-176,-0.5,191,191,11,280,1,-52,-52,128,-134,0,9,9,-5,3,0,6,6,8,-35,0,-37,-37,131,-166,0,146,3080,4.74,4.43,-27.05,84.2,neutral,籌碼震盪，方向未定,2026-09-10 14:10:53,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:11:06
5871,中租-KY,3,15.0,2026-09-10,3,0.34,0.34,0.35,0.15,0,110.24,110.24,110.18,110.05,ok,58,58,287,-58,0,0,0,9,-4,0,5.21,5.21,-31.46,24.1,2026-09-10,2026-09-09,2026-09-08,0,187,187,-2464,2259,0.5,31,31,394,-229,0.5,392,392,-3432,4277,0,116,116,426,30,0,-25,-25,-23,-16,-1,483,483,-3029,4291,0,-772,30202,-2.56,-5.98,32.14,106.2,neutral,籌碼震盪，方向未定,2026-09-10 14:10:54,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:11:07
5876,上海商銀,3,15.0,2026-09-10,3,2.66,2.66,2.39,2.62,0,44.32,44.32,44.27,43.96,ok,-16,-16,9,-80,0,1,1,-1,4,0,11.79,11.79,-3.49,35.06,2026-09-10,2026-09-09,2026-09-08,0.5,837,837,-219,6690,0.5,-137,-137,46,-382,-0.5,2638,2638,387,11796,0,290,290,88,340,0,-97,-97,-118,-98,0,2831,2831,357,12038,0,14015,49797,28.14,18.27,-8.22,-204.2,neutral,籌碼震盪，方向未定,2026-09-10 14:10:55,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:11:06
5880,合庫金,3,15.0,2026-09-10,3,2.29,2.29,2.16,1.94,0.5,25.95,25.95,25.94,25.93,ok,-9,-9,-254,928,0,3,3,0,0,0.5,18.84,18.84,14.74,26.51,2026-09-10,2026-09-09,2026-09-08,0.5,2291,2291,2233,5312,1,-13,-13,-29,-145,-1,2814,2814,2700,8125,0,119,119,-37,-256,1,-99,-99,230,208,0,2834,2834,2893,8077,-1,16548,84267,19.64,17.03,4.77,-33.4,bullish_concentrated,主力連3買、買賣家數差連3負，籌碼偏集中,2026-09-10 14:10:58,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:11:08
6005,群益證,3,15.0,2026-09-10,3,0.64,0.64,0.6,0.67,0,31.56,31.56,31.56,31.55,ok,25,25,-39,-206,1,2,2,-4,4,0,-28.71,-28.71,-21.11,5.54,2026-09-10,2026-09-09,2026-09-08,-0.5,-1455,-1455,-1075,222,-0.5,328,328,228,83,1,-2094,-2094,-2043,20,-1,-1,-1,-37,-14,0,0,0,0,0,0,-2095,-2095,-2080,6,-1,-1744,23660,-7.37,-12.1,-32.8,159.6,neutral,籌碼震盪，方向未定,2026-09-10 14:11:01,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:11:11
6139,亞翔,3,15.0,2026-09-10,3,0.29,0.29,0.05,0.18,0,783.54,783.54,784.12,785.4,ok,104,104,227,-40,0,22,22,-11,8,0,8.6,8.6,1.93,13.37,2026-09-10,2026-09-09,2026-09-08,0,114,114,31,155,1,54,54,-2,14,0.5,109,109,-54,261,0,-28,-28,-95,-17,0,-44,-44,-18,-43,0,37,37,-167,201,0,211,8070,2.61,3.13,12.7,66.6,bullish_distributed,主力連3買但買賣家數差偏正，可能偏分散,2026-09-10 14:11:06,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:11:18
6182,合晶,3,15.0,2026-09-10,3,1.44,1.44,1.82,1.85,-0.5,,,,,empty,,,,,0,,,,,0,2.22,2.22,0.39,-7.37,2026-09-10,2026-09-09,2026-09-08,0,349,349,77,-4316,0.5,24,24,3,1,1,1117,1117,-190,-4538,1,0,0,0,0,0,-86,-86,-114,-447,1,1031,1031,-304,-4985,1,2044,171437,1.19,2.77,-13.48,4.4,neutral,籌碼震盪，方向未定,2026-09-10 14:11:06,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:11:21
6187,萬潤,3,15.0,2026-09-08,3,1.53,1.53,1.53,1.11,0.5,1311.54,1311.54,1311.54,1307.12,ok,,,-37.0,-43.0,1,,,14.0,-2.0,1,11.5,11.5,6.64,-10.38,2026-09-08,2026-09-07,2026-09-04,0.0,422,422,159,-207,0.5,-77,-77,-23,151,-0.5,128.0,128.0,36,-102,1,352.0,352.0,50,38,1.0,32.0,32.0,-22,16,0.0,512.0,512.0,64,-48,1,199,13068,1.52,-0.7,19.89,25.8,neutral,籌碼震盪，方向未定,2026-09-08 12:33:15,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,1597,6000,4403,2026-09-08 12:33:51
6196,帆宣,3,15.0,2026-09-10,3,1.04,1.04,1.54,1.05,0,,,,,empty,,,,,0,,,,,0,-7.52,-7.52,15.88,-18.38,2026-09-10,2026-09-09,2026-09-08,0,-109,-109,585,-243,-0.5,100,100,-35,233,0.5,,,,,0,,,,,0,,,,,0,,,,,0,-5,10121,-0.05,-5.93,-6.76,90.4,neutral,籌碼震盪，方向未定,2026-09-10 14:11:08,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,4126,6000,1874,2026-09-10 14:11:24
6213,聯茂,3,15.0,2026-09-08,3,5.46,5.46,5.46,5.68,-0.5,498.3,498.3,498.3,497.28,ok,,,329.0,429.0,-1,,,-22.0,-91.0,1,-4.49,-4.49,-18.62,-8.45,2026-09-08,2026-09-07,2026-09-04,-0.5,-716,-716,-2283,-1121,-1.0,24,24,52,39,1.0,-895.0,-895.0,-2514,-1044,0,8.0,8.0,26,8,0.0,-119.0,-119.0,28,-7,0.0,-1006.0,-1006.0,-2460,-1043,0,-3685,66964,-5.5,-6.03,2.3,36.0,bearish_distributed,主力連3賣、買賣家數差連3正，籌碼流向散戶風險高,2026-09-08 12:33:18,ok,,ok,FINMIND_TOKEN,eyJ0...py2s,1597,6000,4403,2026-09-08 12:33:45
